Poll_ID,Pollster,Date,n,Period,CDUCSU,SPD,Gruene,FDP,Linke,AfD,BSW
BT02200502U,Forsa,2020-05-02,2004,27.04.–30.04.,38,17,14,6,8,10,NA
BT01200507M,Infratest dimap,2020-05-07,1503,04.05.–06.05.,39,16,18,5,8,9,NA
BT03200509G,Verian,2020-05-09,1426,30.04.–06.05.,38,17,14,5,8,12,NA
BT02200509V,Forsa,2020-05-09,2503,04.05.–08.05.,40,15,15,6,7,10,NA
BT01200514N,Infratest dimap,2020-05-14,1074,12.05.–13.05.,38,15,18,6,7,10,NA
BT06200515H,Forschungsgruppe Wahlen,2020-05-15,1282,12.05.–14.05.,38,15,18,5,8,10,NA
BT03200516H,Verian,2020-05-16,1559,07.05.–13.05.,39,16,14,6,8,11,NA
BT02200516W,Forsa,2020-05-16,2509,11.05.–15.05.,39,15,16,6,8,9,NA
BT09200522E,Allensbach,2020-05-22,1013,06.05.–14.05.,38,15.5,19,5.5,7,9,NA
BT03200523I,Verian,2020-05-23,1914,14.05.–19.05.,38,16,15,7,8,10,NA
BT02200523X,Forsa,2020-05-23,2002,18.05.–22.05.,40,15,16,5,8,9,NA
BT13200528P,YouGov,2020-05-28,1584,20.05.–26.05.,37,15,16,5,9,11,NA
BT06200529I,Forschungsgruppe Wahlen,2020-05-29,1377,26.05.–28.05.,39,15,19,4,8,9,NA
BT03200530J,Verian,2020-05-30,1934,20.05.–26.05.,40,16,15,8,7,9,NA
BT02200530Y,Forsa,2020-05-30,2500,25.05.–29.05.,40,15,16,5,8,9,NA
BT01200604O,Infratest dimap,2020-06-04,1505,02.06.–03.06.,38,15,19,6,8,9,NA
BT03200606K,Verian,2020-06-06,1428,28.05.–03.06.,38,15,16,7,8,8,NA
BT02200606A,Forsa,2020-06-06,2002,02.06.–05.06.,40,16,15,6,8,8,NA
BT06200612K,Forschungsgruppe Wahlen,2020-06-12,1270,08.06.–10.06.,39,15,20,4,7,9,NA
BT03200613L,Verian,2020-06-13,1934,04.06.–09.06.,39,15,17,7,7,9,NA
BT02200613B,Forsa,2020-06-13,2504,08.06.–13.06.,40,14,17,6,8,8,NA
BT04200615K,GMS,2020-06-15,1002,09.06.–15.06.,39,15,17,6,8,9,NA
BT09200618F,Allensbach,2020-06-18,1314,01.06.–13.06.,40,16,18.5,4.5,7,9.5,NA
BT03200620M,Verian,2020-06-20,2403,10.06.–17.06.,38,15,17,7,8,10,NA
BT02200620C,Forsa,2020-06-20,2501,15.06.–19.06.,39,14,18,5,8,9,NA
BT01200625P,Infratest dimap,2020-06-25,1068,23.06.–24.06.,37,16,20,5,7,10,NA
BT06200626L,Forschungsgruppe Wahlen,2020-06-26,1227,23.06.–25.06.,40,15,19,5,7,9,NA
BT13200626Q,YouGov,2020-06-26,1636,18.06.–22.06.,37,15,17,5,9,11,NA
BT03200627N,Verian,2020-06-27,1550,18.06.–24.06.,37,16,18,6,8,10,NA
BT02200627D,Forsa,2020-06-27,2501,22.06.–26.06.,38,14,17,6,8,10,NA
BT01200702Q,Infratest dimap,2020-07-02,1503,29.06.–01.07.,37,16,20,5,7,10,NA
BT03200704O,Verian,2020-07-04,1436,24.06.–02.07.,37,16,19,6,8,10,NA
BT02200704E,Forsa,2020-07-04,2503,29.06.–03.07.,38,14,18,5,8,10,NA
BT06200710M,Forschungsgruppe Wahlen,2020-07-10,1226,07.07.–09.07.,39,15,20,5,7,9,NA
BT02200711F,Forsa,2020-07-11,2500,06.07.–10.07.,38,14,18,6,7,10,NA
BT03200712P,Verian,2020-07-12,1426,02.07.–08.07.,38,15,17,6,8,11,NA
BT03200718Q,Verian,2020-07-18,1449,09.07.–15.07.,38,16,17,6,8,10,NA
BT02200718G,Forsa,2020-07-18,2501,13.07.–16.07.,38,14,18,6,8,9,NA
BT09200722G,Allensbach,2020-07-22,1237,03.07.–16.07.,38,15.5,20,5.5,7.5,9,NA
BT01200723R,Infratest dimap,2020-07-23,1064,21.07.–22.07.,37,14,20,5,7,11,NA
BT02200725H,Forsa,2020-07-25,2504,20.07.–24.07.,38,14,18,6,8,9,NA
BT03200726R,Verian,2020-07-26,2031,16.07.–22.07.,37,15,18,6,8,11,NA
BT04200727L,GMS,2020-07-27,1003,22.07.–27.07.,38,14,19,6,6,10,NA
BT06200731N,Forschungsgruppe Wahlen,2020-07-31,1249,28.07.–30.07.,38,14,21,5,8,9,NA
BT02200801I,Forsa,2020-08-01,2504,27.07.–31.07.,38,14,18,6,8,8,NA
BT03200802S,Verian,2020-08-02,1449,23.07.–29.07.,37,16,17,6,8,10,NA
BT01200806S,Infratest dimap,2020-08-06,1511,03.08.–05.08.,38,15,18,6,7,11,NA
BT13200806R,YouGov,2020-08-06,1623,30.07.–04.08.,36,14,18,6,9,11,NA
BT02200808J,Forsa,2020-08-08,2502,03.08.–07.08.,38,14,18,6,8,8,NA
BT03200809T,Verian,2020-08-09,1564,30.07.–06.08.,38,15,18,6,8,11,NA
BT02200815K,Forsa,2020-08-15,2501,10.08.–14.08.,36,16,20,6,6,9,NA
BT03200816U,Verian,2020-08-16,1912,06.08.–12.08.,36,18,16,6,8,11,NA
BT01200820T,Infratest dimap,2020-08-20,1065,18.08.–19.08.,37,16,17,6,8,10,NA
BT02200822L,Forsa,2020-08-22,2504,17.08.–21.08.,36,16,19,5,7,9,NA
BT03200823V,Verian,2020-08-23,2107,13.08.–19.08.,36,17,16,7,8,10,NA
BT09200827H,Allensbach,2020-08-27,1231,05.08.–18.08.,38,17,19,5.5,7,9,NA
BT06200828O,Forschungsgruppe Wahlen,2020-08-28,1303,25.08.–27.08.,38,16,19,5,8,9,NA
BT13200828T,YouGov,2020-08-28,1611,20.08.–24.08.,36,16,18,5,8,11,NA
BT02200829M,Forsa,2020-08-29,2502,24.08.–28.08.,36,16,19,5,7,9,NA
BT03200830W,Verian,2020-08-30,1597,18.08.–26.08.,36,16,18,6,8,11,NA
BT01200903U,Infratest dimap,2020-09-03,1527,31.08.–02.09.,36,17,19,6,7,10,NA
BT02200905N,Forsa,2020-09-05,2503,31.08.–04.09.,36,16,18,5,9,9,NA
BT03200906X,Verian,2020-09-06,1447,27.08.–02.09.,36,17,18,6,7,11,NA
BT02200912O,Forsa,2020-09-12,2501,07.09.–11.09.,36,16,18,5,9,9,NA
BT03200913Y,Verian,2020-09-13,1446,03.09.–09.09.,36,17,18,6,8,10,NA
BT06200917P,Forschungsgruppe Wahlen,2020-09-17,1241,14.09.–16.09.,37,17,19,5,7,10,NA
BT01200917V,Infratest dimap,2020-09-17,1051,15.09.–16.09.,36,16,20,5,8,10,NA
BT03200919A,Verian,2020-09-19,1534,10.09.–16.09.,36,16,18,5,8,11,NA
BT02200919P,Forsa,2020-09-19,2501,14.09.–18.09.,36,14,22,5,8,8,NA
BT09200922I,Allensbach,2020-09-22,1043,04.09.–16.09.,37,17,19.5,6,7,9,NA
BT13200925U,YouGov,2020-09-25,1623,19.09.–21.09.,35,15,18,5,9,12,NA
BT02200926Q,Forsa,2020-09-26,2504,21.09.–25.09.,35,15,21,6,8,9,NA
BT03200927B,Verian,2020-09-27,1509,17.09.–23.09.,36,16,18,6,8,11,NA
BT01201001W,Infratest dimap,2020-10-01,1501,28.09.–30.09.,35,15,21,6,8,10,NA
BT02201003R,Forsa,2020-10-03,2502,29.09.–02.10.,36,15,20,6,7,9,NA
BT03201004C,Verian,2020-10-04,2397,22.09.–30.09.,35,16,18,6,9,11,NA
BT06201009Q,Forschungsgruppe Wahlen,2020-10-09,1229,06.10.–08.10.,37,16,20,5,7,10,NA
BT02201010S,Forsa,2020-10-10,2504,05.10.–09.10.,36,15,20,5,8,9,NA
BT03201011D,Verian,2020-10-11,1411,01.10.–07.10.,34,17,20,5,8,9,NA
BT04201013M,GMS,2020-10-13,1005,07.10.–12.10.,36,16,20,5,7,10,NA
BT01201015X,Infratest dimap,2020-10-15,1038,12.10.–14.10.,35,15,20,6,7,11,NA
BT03201017E,Verian,2020-10-17,2407,08.10.–14.10.,35,16,19,6,8,10,NA
BT02201017T,Forsa,2020-10-17,2501,12.10.–16.10.,36,15,20,6,7,9,NA
BT09201023J,Allensbach,2020-10-23,1045,07.10.–20.10.,35.5,17,20,6,7,10,NA
BT06201023R,Forschungsgruppe Wahlen,2020-10-23,1297,20.10.–22.10.,38,15,20,5,8,9,NA
BT03201024F,Verian,2020-10-24,1434,15.10.–21.10.,35,15,19,6,8,11,NA
BT02201024U,Forsa,2020-10-24,2503,19.10.–23.10.,36,15,20,6,7,9,NA
BT13201030V,YouGov,2020-10-30,1656,22.10.–26.10.,35,15,18,6,9,12,NA
BT02201031V,Forsa,2020-10-31,2503,26.10.–30.10.,35,16,19,6,8,10,NA
BT03201101G,Verian,2020-11-01,1987,22.10.–28.10.,35,15,19,7,8,10,NA
BT02201107W,Forsa,2020-11-07,2502,02.11.–06.11.,36,15,18,6,8,10,NA
BT03201108H,Verian,2020-11-08,1415,29.10.–04.11.,36,16,18,7,8,9,NA
BT04201109N,GMS,2020-11-09,1007,04.11.–09.11.,37,15,19,5,7,10,NA
BT01201112Y,Infratest dimap,2020-11-12,1504,09.11.–11.11.,36,15,20,6,7,10,NA
BT06201113S,Forschungsgruppe Wahlen,2020-11-13,1347,10.11.–12.11.,37,16,20,5,7,9,NA
BT02201114X,Forsa,2020-11-14,2502,09.11.–13.11.,36,15,19,5,8,10,NA
BT03201115I,Verian,2020-11-15,2405,05.11.–11.11.,35,15,19,7,8,9,NA
BT09201118K,Allensbach,2020-11-18,1286,01.11.–11.11.,37,17,18,6.5,7.5,9.5,NA
BT02201121Y,Forsa,2020-11-21,2505,16.11.–19.11.,36,16,19,6,7,9,NA
BT03201122J,Verian,2020-11-22,1927,12.11.–18.11.,36,16,18,7,7,9,NA
BT01201126A,Infratest dimap,2020-11-26,1047,24.11.–25.11.,35,15,21,7,7,11,NA
BT13201126W,YouGov,2020-11-26,1632,19.11.–23.11.,37,15,18,6,9,10,NA
BT06201127T,Forschungsgruppe Wahlen,2020-11-27,1330,24.11.–26.11.,37,16,21,5,7,9,NA
BT02201128A,Forsa,2020-11-28,2500,23.11.–27.11.,37,15,21,6,8,7,NA
BT03201129K,Verian,2020-11-29,1517,19.11.–25.11.,34,16,18,8,8,9,NA
BT01201203B,Infratest dimap,2020-12-03,1507,30.11.–02.12.,36,15,21,6,7,10,NA
BT02201205B,Forsa,2020-12-05,2507,30.11.–04.12.,36,15,20,6,8,8,NA
BT03201206L,Verian,2020-12-06,1438,26.11.–02.12.,35,15,19,7,8,10,NA
BT06201210U,Forschungsgruppe Wahlen,2020-12-10,1246,07.12.–09.12.,37,16,20,5,8,10,NA
BT01201210C,Infratest dimap,2020-12-10,1004,07.12.–09.12.,36,16,20,6,7,9,NA
BT02201212C,Forsa,2020-12-12,2503,07.12.–11.12.,37,15,20,5,8,8,NA
BT03201213M,Verian,2020-12-13,2374,03.12.–09.12.,35,16,19,7,7,10,NA
BT09201216L,Allensbach,2020-12-16,1022,28.11.–10.12.,37,16.5,19,7,7,9,NA
BT03201219N,Verian,2020-12-19,2401,10.12.–16.12.,35,17,19,6,8,10,NA
BT02201219D,Forsa,2020-12-19,2505,14.12.–18.12.,37,15,19,6,8,8,NA
BT02201226E,Forsa,2020-12-26,1501,21.12.–23.12.,36,15,18,6,9,9,NA
BT04210104O,GMS,2021-01-04,1004,29.12.–04.01.,37,16,18,6,8,9,NA
BT13210106X,YouGov,2021-01-06,1588,30.12.–05.01.,36,15,18,6,9,10,NA
BT01210107D,Infratest dimap,2021-01-07,1520,04.01.–06.01.,35,14,21,7,7,10,NA
BT02210109F,Forsa,2021-01-09,2503,04.01.–08.01.,36,14,20,7,8,8,NA
BT06210115V,Forschungsgruppe Wahlen,2021-01-15,1262,12.01.–14.01.,37,15,20,5,8,10,NA
BT03210117O,Verian,2021-01-17,2398,05.01.–13.01.,36,15,18,7,8,10,NA
BT02210118H,Forsa,2021-01-18,2014,16.01.–17.01.,35,15,19,7,8,9,NA
BT02210118G,Forsa,2021-01-18,2504,11.01.–15.01.,35,15,20,6,8,9,NA
BT01210121E,Infratest dimap,2021-01-21,1027,18.01.–20.01.,34,15,21,7,6,10,NA
BT03210124P,Verian,2021-01-24,1922,14.01.–20.01.,35,15,20,7,8,9,NA
BT02210126I,Forsa,2021-01-26,3005,18.01.–25.01.,37,15,18,7,7,9,NA
BT09210128M,Allensbach,2021-01-28,1080,10.01.–20.01.,37,16,20,6.5,7.5,9,NA
BT06210128W,Forschungsgruppe Wahlen,2021-01-28,1371,25.01.–27.01.,37,15,20,6,7,9,NA
BT03210131Q,Verian,2021-01-31,1427,21.01.–27.01.,36,15,19,7,8,9,NA
BT02210202J,Forsa,2021-02-02,2503,26.01.–01.02.,37,15,19,6,8,8,NA
BT01210204F,Infratest dimap,2021-02-04,1503,01.02.–03.02.,34,15,21,8,6,10,NA
BT13210204Y,YouGov,2021-02-04,1606,29.01.–01.02.,36,15,18,7,9,10,NA
BT03210207R,Verian,2021-02-07,1412,28.01.–03.02.,36,16,19,7,7,9,NA
BT02210209K,Forsa,2021-02-09,2501,02.02.–08.02.,37,15,19,7,7,8,NA
BT03210214S,Verian,2021-02-14,1569,04.02.–10.02.,35,17,18,8,7,10,NA
BT04210215P,GMS,2021-02-15,1005,10.02.–15.02.,37,17,18,7,7,9,NA
BT02210216L,Forsa,2021-02-16,2502,09.02.–15.02.,35,16,19,7,8,8,NA
BT01210218G,Infratest dimap,2021-02-18,1025,15.02.–17.02.,33,16,20,8,6,11,NA
BT03210220T,Verian,2021-02-20,1905,11.02.–17.02.,34,16,19,8,8,9,NA
BT02210223M,Forsa,2021-02-23,2505,16.02.–22.02.,35,16,19,8,7,8,NA
BT09210225N,Allensbach,2021-02-25,1082,04.02.–17.02.,37,15,20,7,7,9.5,NA
BT06210226X,Forschungsgruppe Wahlen,2021-02-26,1202,23.02.–25.02.,35,16,19,7,7,10,NA
BT13210226A,YouGov,2021-02-26,1619,18.02.–22.02.,33,16,18,8,8,11,NA
BT03210227U,Verian,2021-02-27,1869,18.02.–24.02.,34,16,18,8,9,9,NA
BT02210302N,Forsa,2021-03-02,2501,25.02.–01.03.,34,16,19,7,8,9,NA
BT01210304H,Infratest dimap,2021-03-04,1296,01.03.–02.03.,33,16,20,7,7,11,NA
BT03210307V,Verian,2021-03-07,2410,25.02.–03.03.,32,16,19,9,9,10,NA
BT02210310O,Forsa,2021-03-10,2510,02.03.–08.03.,33,16,18,8,8,10,NA
BT03210314W,Verian,2021-03-14,2378,04.03.–10.03.,31,16,19,8,8,11,NA
BT02210317P,Forsa,2021-03-17,2501,09.03.–15.03.,29,16,21,8,8,10,NA
BT01210318I,Infratest dimap,2021-03-18,1207,15.03.–17.03.,29,17,20,9,7,11,NA
BT03210320X,Verian,2021-03-20,1942,11.03.–17.03.,27,17,22,10,8,10,NA
BT09210324O,Allensbach,2021-03-24,1006,08.03.–21.03.,28.5,18,21.5,8.5,8.5,10,NA
BT02210324Q,Forsa,2021-03-24,2511,16.03.–22.03.,26,16,22,10,8,10,NA
BT06210326Y,Forschungsgruppe Wahlen,2021-03-26,1030,23.03.–25.03.,28,15,23,9,7,12,NA
BT03210327Y,Verian,2021-03-27,1447,18.03.–24.03.,25,17,23,10,9,10,NA
BT04210329Q,GMS,2021-03-29,1003,24.03.–29.03.,26,16,21,11,8,11,NA
BT02210331R,Forsa,2021-03-31,2503,23.03.–29.03.,27,15,23,10,7,11,NA
BT01210401J,Infratest dimap,2021-04-01,1348,29.03.–30.03.,27,16,22,9,7,11,NA
BT13210401B,YouGov,2021-04-01,1637,25.03.–29.03.,27,17,21,10,8,11,NA
BT03210404A,Verian,2021-04-04,1429,25.03.–31.03.,26,16,23,9,9,10,NA
BT02210407S,Forsa,2021-04-07,1501,30.03.–01.04.,27,15,23,10,7,10,NA
BT03210411B,Verian,2021-04-11,1448,31.03.–07.04.,27,15,22,9,9,11,NA
BT02210414T,Forsa,2021-04-14,2500,06.04.–12.04.,27,15,23,9,8,11,NA
BT01210415K,Infratest dimap,2021-04-15,1174,13.04.–14.04.,28,15,21,11,7,11,NA
BT06210416A,Forschungsgruppe Wahlen,2021-04-16,1292,13.04.–15.04.,31,14,21,9,7,11,NA
BT03210418C,Verian,2021-04-18,1437,08.04.–14.04.,29,15,22,9,8,11,NA
BT02210420V,Forsa,2021-04-20,1502,20.04.,21,13,28,12,7,11,NA
BT02210420U,Forsa,2021-04-20,2003,13.04.–16.04.,28,15,23,10,6,11,NA
BT09210421P,Allensbach,2021-04-21,1051,06.04.–15.04.,28,16.5,23,10,7.5,9.5,NA
BT03210424D,Verian,2021-04-24,1225,15.04.–21.04.,27,13,28,9,7,10,NA
BT02210428W,Forsa,2021-04-28,2507,20.04.–26.04.,22,13,28,12,7,11,NA
BT13210430C,YouGov,2021-04-30,1643,23.04.–26.04.,24,14,25,11,8,11,NA
BT03210501E,Verian,2021-05-01,1442,22.04.–28.04.,24,15,27,11,7,10,NA
BT02210505X,Forsa,2021-05-05,2508,27.04.–03.05.,23,14,28,12,6,10,NA
BT01210506L,Infratest dimap,2021-05-06,1351,03.05.–05.05.,23,14,26,11,6,12,NA
BT06210507B,Forschungsgruppe Wahlen,2021-05-07,1271,04.05.–06.05.,25,14,26,10,7,11,NA
BT03210508F,Verian,2021-05-08,1910,29.04.–05.05.,23,16,26,12,7,10,NA
BT02210512Y,Forsa,2021-05-12,2501,04.05.–10.05.,24,15,27,11,6,10,NA
BT01210513M,Infratest dimap,2021-05-13,1198,10.05.–11.05.,24,15,25,12,7,11,NA
BT03210515G,Verian,2021-05-15,1428,06.05.–11.05.,24,15,25,11,8,11,NA
BT04210517R,GMS,2021-05-17,1005,11.05.–17.05.,26,15,24,11,7,11,NA
BT09210519Q,Allensbach,2021-05-19,1027,01.05.–13.05.,27.5,16,24,10,6.5,10,NA
BT02210519A,Forsa,2021-05-19,2001,11.05.–17.05.,24,15,26,11,6,10,NA
BT03210521H,Verian,2021-05-21,1445,11.05.–18.05.,26,14,24,11,8,11,NA
BT06210521C,Forschungsgruppe Wahlen,2021-05-21,1229,18.05.–20.05.,24,14,25,11,7,11,NA
BT02210526B,Forsa,2021-05-26,2004,18.05.–21.05.,24,14,25,13,6,10,NA
BT13210527D,YouGov,2021-05-27,1706,21.05.–24.05.,26,15,22,12,7,11,NA
BT03210528I,Verian,2021-05-28,1422,19.05.–25.05.,25,15,23,12,7,12,NA
BT02210602C,Forsa,2021-06-02,2500,25.05.–31.05.,25,14,24,14,6,9,NA
BT03210605J,Verian,2021-06-05,1419,26.05.–01.06.,24,16,22,13,7,11,NA
BT02210609D,Forsa,2021-06-09,2501,01.06.–07.06.,27,14,22,14,6,9,NA
BT06210610D,Forschungsgruppe Wahlen,2021-06-10,1232,07.06.–09.06.,28,15,22,10,7,11,NA
BT01210610N,Infratest dimap,2021-06-10,1316,07.06.–09.06.,28,14,20,12,7,12,NA
BT03210611K,Verian,2021-06-11,1421,02.06.–08.06.,26,16,21,13,7,11,NA
BT09210616R,Allensbach,2021-06-16,1070,28.05.–09.06.,29.5,17,21.5,11,7,9,NA
BT02210616E,Forsa,2021-06-16,2501,08.06.–14.06.,28,14,21,14,7,9,NA
BT03210618L,Verian,2021-06-18,1413,09.06.–15.06.,27,17,20,12,7,10,NA
BT04210621S,GMS,2021-06-21,1002,16.06.–21.06.,28,16,20,12,8,10,NA
BT02210623F,Forsa,2021-06-23,2502,15.06.–21.06.,29,15,21,13,6,9,NA
BT01210624O,Infratest dimap,2021-06-24,1217,22.06.–23.06.,28,15,21,11,6,12,NA
BT03210625M,Verian,2021-06-25,1430,15.06.–22.06.,28,17,19,11,7,10,NA
BT06210625E,Forschungsgruppe Wahlen,2021-06-25,1271,22.06.–24.06.,29,14,22,10,7,10,NA
BT02210630G,Forsa,2021-06-30,2501,22.06.–28.06.,30,14,20,12,7,9,NA
BT01210701P,Infratest dimap,2021-07-01,1317,28.06.–30.06.,28,15,20,11,7,11,NA
BT03210702N,Verian,2021-07-02,1418,23.06.–29.06.,28,16,20,10,7,11,NA
BT13210702E,YouGov,2021-07-02,1648,25.06.–28.06.,30,15,19,11,7,11,NA
BT02210707H,Forsa,2021-07-07,2505,29.06.–05.07.,30,15,19,11,7,10,NA
BT03210710O,Verian,2021-07-10,1405,29.06.–06.07.,29,15,19,11,8,11,NA
BT02210714I,Forsa,2021-07-14,2502,06.07.–12.07.,30,15,19,12,7,9,NA
BT03210716P,Verian,2021-07-16,1495,07.07.–13.07.,28,15,20,11,8,11,NA
BT06210716F,Forschungsgruppe Wahlen,2021-07-16,1224,13.07.–15.07.,30,15,20,10,7,10,NA
BT09210720S,Allensbach,2021-07-20,1028,03.07.–14.07.,31.5,16.5,18,12,6.5,9.5,NA
BT02210721J,Forsa,2021-07-21,2503,13.07.–19.07.,28,16,19,12,7,10,NA
BT01210722Q,Infratest dimap,2021-07-22,1188,20.07.–21.07.,29,16,19,12,6,10,NA
BT03210723Q,Verian,2021-07-23,1421,14.07.–20.07.,28,16,19,12,7,11,NA
BT04210727T,GMS,2021-07-27,1003,21.07.–27.07.,30,15,18,12,7,10,NA
BT09210728T,Allensbach,2021-07-28,1243,03.07.–22.07.,30,16,19.5,12,7,9.5,NA
BT02210728K,Forsa,2021-07-28,2501,20.07.–26.07.,26,15,21,13,7,10,NA
BT03210730R,Verian,2021-07-30,1441,20.07.–27.07.,27,17,19,13,6,11,NA
BT06210730G,Forschungsgruppe Wahlen,2021-07-30,1268,27.07.–29.07.,28,16,21,10,7,11,NA
BT13210730F,YouGov,2021-07-30,1748,23.07.–26.07.,28,16,16,12,8,12,NA
BT02210803L,Forsa,2021-08-03,2502,27.07.–02.08.,26,16,20,13,6,10,NA
BT03210804S,Verian,2021-08-04,1413,28.07.–03.08.,24,18,22,13,6,11,NA
BT01210805R,Infratest dimap,2021-08-05,1312,02.08.–04.08.,27,18,19,12,6,10,NA
BT03210811T,Verian,2021-08-11,1446,04.08.–10.08.,22,19,21,12,7,11,NA
BT02210811M,Forsa,2021-08-11,2509,03.08.–09.08.,23,19,20,12,7,10,NA
BT06210813H,Forschungsgruppe Wahlen,2021-08-13,1252,10.08.–12.08.,26,19,19,11,7,11,NA
BT02210818N,Forsa,2021-08-18,2501,10.08.–16.08.,23,21,19,12,6,10,NA
BT09210819U,Allensbach,2021-08-19,1018,05.08.–17.08.,27.5,19.5,17.5,11,7.5,11,NA
BT03210819U,Verian,2021-08-19,1920,11.08.–17.08.,22,21,19,12,7,11,NA
BT01210819S,Infratest dimap,2021-08-19,1219,17.08.–18.08.,23,21,17,13,7,11,NA
BT02210824O,Forsa,2021-08-24,2504,17.08.–23.08.,22,23,18,12,6,10,NA
BT03210826V,Verian,2021-08-26,1919,18.08.–24.08.,23,23,18,12,7,11,NA
BT06210827I,Forschungsgruppe Wahlen,2021-08-27,1300,24.08.–26.08.,22,22,20,10,6,11,NA
BT13210827G,YouGov,2021-08-27,1689,20.08.–24.08.,22,24,16,13,8,11,NA
BT09210828V,Allensbach,2021-08-28,1038,18.08.–26.08.,26,24,17,10.5,6,10.5,NA
BT02210831P,Forsa,2021-08-31,2508,24.08.–30.08.,21,23,18,12,6,11,NA
BT03210902W,Verian,2021-09-02,1439,25.08.–31.08.,21,25,19,11,7,11,NA
BT01210902T,Infratest dimap,2021-09-02,1337,30.08.–01.09.,20,25,16,13,6,12,NA
BT06210903J,Forschungsgruppe Wahlen,2021-09-03,1301,31.08.–02.09.,22,25,17,11,7,11,NA
BT13210903H,YouGov,2021-09-03,1729,27.08.–31.08.,20,25,15,13,8,12,NA
BT02210907Q,Forsa,2021-09-07,2505,31.08.–06.09.,19,25,17,13,6,11,NA
BT04210907U,GMS,2021-09-07,1004,01.09.–06.09.,23,25,17,12,6,11,NA
BT09210908W,Allensbach,2021-09-08,1258,01.09.–07.09.,25,27,15.5,9.5,6,11,NA
BT03210909X,Verian,2021-09-09,1901,01.09.–07.09.,21,25,17,12,6,12,NA
BT06210910K,Forschungsgruppe Wahlen,2021-09-10,1281,07.09.–09.09.,22,25,17,11,6,11,NA
BT13210910I,YouGov,2021-09-10,1700,03.09.–07.09.,21,26,15,10,6,12,NA
BT02210914R,Forsa,2021-09-14,2501,07.09.–13.09.,21,25,17,11,6,11,NA
BT04210914V,GMS,2021-09-14,1003,08.09.–13.09.,23,25,16,13,6,11,NA
BT03210916Y,Verian,2021-09-16,1543,08.09.–14.09.,20,26,17,11,6,12,NA
BT01210916U,Infratest dimap,2021-09-16,1512,13.09.–15.09.,22,26,15,11,6,11,NA
BT13210916J,YouGov,2021-09-16,1816,09.09.–14.09.,20,25,15,10,8,11,NA
BT06210917L,Forschungsgruppe Wahlen,2021-09-17,1406,14.09.–16.09.,22,25,16,11,6,11,NA
BT02210921S,Forsa,2021-09-21,2502,14.09.–20.09.,22,25,17,11,6,11,NA
BT03210923A,Verian,2021-09-23,1433,15.09.–21.09.,21,25,16,11,7,11,NA
BT06210923M,Forschungsgruppe Wahlen,2021-09-23,1273,22.09.–23.09.,23,25,16.5,11,6,10,NA
BT13210923K,YouGov,2021-09-23,2364,16.09.–22.09.,21,25,14,11,7,12,NA
BT09210924X,Allensbach,2021-09-24,1554,16.09.–23.09.,25,26,16,10.5,5,10,NA
BT02210924T,Forsa,2021-09-24,2002,20.09.–23.09.,22,25,17,12,6,10,NA
BT06211001N,Forschungsgruppe Wahlen,2021-10-01,1249,28.09.–30.09.,20,28,16,13,5,10,NA
BT05211002A,INSA,2021-10-02,1254,27.09.–01.10.,21,28,16,12,5,10,NA
BT05211004B,INSA,2021-10-04,2000,01.10.–04.10.,21,28,15.5,13.5,4.5,10,NA
BT02211005U,Forsa,2021-10-05,3004,27.09.–04.10.,20,26,16,14,5,9,NA
BT03211009B,Verian,2021-10-09,1985,28.09.–05.10.,20,26,17,13,5,10,NA
BT05211009C,INSA,2021-10-09,1509,04.10.–08.10.,20,28,15,14,5,10,NA
BT05211011D,INSA,2021-10-11,2101,08.10.–11.10.,19.5,28.5,16,14.5,4,11,NA
BT02211012V,Forsa,2021-10-12,2503,05.10.–11.10.,20,26,16,14,5,9,NA
BT03211014C,Verian,2021-10-14,1410,06.10.–12.10.,19,26,17,14,5,10,NA
BT06211015O,Forschungsgruppe Wahlen,2021-10-15,1329,12.10.–14.10.,19,28,17,13,5,11,NA
BT05211016E,INSA,2021-10-16,1195,11.10.–15.10.,19,28,16,13,4,11,NA
BT05211018F,INSA,2021-10-18,2140,15.10.–18.10.,18.5,28,16,15,5,11.5,NA
BT02211019W,Forsa,2021-10-19,2502,12.10.–18.10.,20,26,16,15,5,9,NA
BT09211020Y,Allensbach,2021-10-20,1045,01.10.–14.10.,21,28,15,14,5,9.5,NA
BT03211023D,Verian,2021-10-23,1424,13.10.–19.10.,21,25,16,13,5,11,NA
BT05211023G,INSA,2021-10-23,1205,18.10.–22.10.,20,27,17,14,4,11,NA
BT05211025H,INSA,2021-10-25,2105,22.10.–25.10.,20,28,16,14,5,11,NA
BT02211026X,Forsa,2021-10-26,2510,19.10.–25.10.,20,25,17,16,5,9,NA
BT01211028V,Infratest dimap,2021-10-28,1239,26.10.–27.10.,22,26,16,13,4,10,NA
BT06211029P,Forschungsgruppe Wahlen,2021-10-29,1208,26.10.–28.10.,20,27,16,14,5,11,NA
BT03211030E,Verian,2021-10-30,1422,19.10.–26.10.,21,25,17,14,5,11,NA
BT05211030I,INSA,2021-10-30,1503,25.10.–29.10.,21,27,16,13,5,11,NA
BT02211102Y,Forsa,2021-11-02,2501,26.10.–01.11.,21,25,16,15,5,9,NA
BT05211102J,INSA,2021-11-02,2140,29.10.–01.11.,20,27,16,13.5,5,11.5,NA
BT01211104W,Infratest dimap,2021-11-04,1329,02.11.–03.11.,21,27,16,13,5,10,NA
